"OBJECTID_1","OBJECTID_2","name","SOURCE","DEFINITION","ADM1_NAME","ADM2_NAME","RELIABILIT","X_COORD","Y_COORD","P_CODE","MGRS_CODE","Profile_Ma","market_settlement","Id","hex_4000km_market","geometry"
7343,7346,"Mordiinle","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Lower Shabelle","Afgooye","Verified",45.03087,2.12088,"NA-3807-X01-004","38NNH0343234422",NA,"NA-3807-X01-004",0,"Y-52",c(45.03087, 2.12088)
7359,7362,"Mowkubow","UNDP - 1997, FSAU","Settlement","Bay","Qansax Dheere","Verified",43.014809,2.8984,"NA-3805-C23-005","38NKJ7933420556",NA,"NA-3805-C23-005",0,"M-48",c(43.014809, 2.8984)
7428,7431,"Muruqmal","UNDP - 2006, FSAU","Settlement","Lower Shabelle","Kurtunwaarey","Verified",44.21888,1.64156,"NA-3810-J16-002","38NMG1311381459",NA,"NA-3810-J16-002",0,"T-55",c(44.21888, 1.64156)
7432,7435,"Muryaale","UNDP - 2006","Settlement","Middle Shabelle","Balcad","Verified",45.35196,2.30515,"NA-3807-S08-004","38NNH3913354794",NA,"NA-3807-S08-004",0,"AA-52",c(45.35196, 2.30515)
7460,7463,"Muuse Moxamed Raaqe","UNDP - 1997","Settlement","Middle Shabelle","Balcad","Verified",45.886909,2.52169,"NA-3807-M20-002","38NNH9859978757",NA,"NA-3807-M20-002",0,"AD-51",c(45.886909, 2.52169)
7499,7502,"Nibkisaar","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.6478,3.25662,"NA-3802-T04-002","38NLJ4976160058",NA,"NA-3802-T04-002",0,"Q-47",c(43.6478, 3.25662)
7690,7693,"Qansax Dheere","UNDP - 1997, FSAU","District Capital","Bay","Qansax Dheere","Verified",43.004341,2.87123,"NA-3805-D23-004","38NKJ7816517553","Qansax Dheere","NA-3805-D23-004",0,"M-49",c(43.004341, 2.87123)
7690,7693,"Qansax Dheere","UNDP - 1997, FSAU","District Capital","Bay","Qansax Dheere","Verified",43.004341,2.87123,"NA-3805-D23-004","38NKJ7816517553","Qansax Dheere","NA-3805-D23-004",0,"M-49",c(43.004341, 2.87123)
7691,7694,"Busley","UNDP - 2006","Part of town","Bay","Qansax Dheere","Verified",43.00635,2.8727,"NA-3805-D23-005","38NKJ7838817715",NA,"NA-3805-D23-005",0,"M-49",c(43.00635, 2.8727)
7697,7700,"Qansaxdheere","UNDP - 1997","Settlement","Bay","Qansax Dheere","Verified",42.93116,2.88901,"NA-3805-C21-001","38NKJ7003019534",NA,"NA-3805-C21-001",0,"L-49",c(42.93116, 2.88901)
7697,7700,"Qansaxdheere","UNDP - 1997","Settlement","Bay","Qansax Dheere","Verified",42.93116,2.88901,"NA-3805-C21-001","38NKJ7003019534",NA,"NA-3805-C21-001",0,"L-49",c(42.93116, 2.88901)
7738,7741,"Qasaalay","UNDP - 2006","Settlement","Gedo","Baardheere","Verified",42.27301,2.15071,"NA-3805-W07-003","38NJH9665137990",NA,"NA-3805-W07-003",0,"I-52",c(42.27301, 2.15071)
7739,7742,"Qasaaley","UNDP - 2006","Settlement","Bay","Qansax Dheere","Verified",42.9044,2.85275,"NA-3805-D20-001","38NKJ6704715529",NA,"NA-3805-D20-001",0,"L-49",c(42.9044, 2.85275)
7742,7745,"Qasaalow","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.1541,3.31229,"NA-3801-S26-001","38NKJ9490266302",NA,"NA-3801-S26-001",0,"N-47",c(43.1541, 3.31229)
7743,7746,"Qasaalow","UNDP - 2006, UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.42173,3.06969,"NA-3801-Y32-005","38NLJ2460639425",NA,"NA-3801-Y32-005",0,"P-48",c(43.42173, 3.06969)
7762,7765,"Qeed Cajuuso","UNDP - 1997","Settlement","Middle Juba","Saakow","Verified",42.5224,1.67924,"NA-3809-H12-001","38NKG2433685781",NA,"NA-3809-H12-001",0,"J-55",c(42.5224, 1.67924)
7786,7789,"Qomari","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.890739,3.6289,"NA-3802-J09-002","38NLK7680501183",NA,"NA-3802-J09-002",0,"R-45",c(43.890739, 3.6289)
7801,7804,"Qoor-Dheere","UNDP - 2006","Settlement","Middle Shabelle","Jowhar","Verified",45.81511,2.7817,"NA-3807-F18-001","38NNJ9059807495",NA,"NA-3807-F18-001",0,"AD-50",c(45.81511, 2.7817)
7816,7819,"Qordhere","UNDP - 2006","Settlement","Middle Shabelle","Balcad","Verified",45.48495,2.4651,"NA-3807-N11-002","38NNH5391372479",NA,"NA-3807-N11-002",0,"AB-51",c(45.48495, 2.4651)
7835,7838,"Qoryooley","UNDP - 1997, FSAU","District Capital","Lower Shabelle","Qoryooley","Verified",44.5313,1.78586,"NA-3810-F23-018","38NMG4787097398","Qoryooley","NA-3810-F23-018",0,"V-55",c(44.5313, 1.78586)
7835,7838,"Qoryooley","UNDP - 1997, FSAU","District Capital","Lower Shabelle","Qoryooley","Verified",44.5313,1.78586,"NA-3810-F23-018","38NMG4787097398","Qoryooley","NA-3810-F23-018",0,"V-55",c(44.5313, 1.78586)
7837,7840,"Hodan","UNDP - 2006","Part of town","Lower Shabelle","Qoryooley","Verified",44.52708,1.78836,"NA-3810-F23-021","38NMG4740097674",NA,"NA-3810-F23-021",0,"V-55",c(44.52708, 1.78836)
7865,7868,"Qudi-Qodeen","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.1434,3.17718,"NA-3801-V26-003","38NKJ9368651362",NA,"NA-3801-V26-003",0,"N-48",c(43.1434, 3.17718)
7948,7951,"Rab Dhuure","UNDP - 1997, FSAU","Settlement","Bakool","Rab Dhuure","Verified",43.163589,4.35047,"NB-3813-R26-001","38NKK9620381114",NA,"NB-3813-R26-001",0,"N-41",c(43.163589, 4.35047)
7948,7951,"Rab Dhuure","UNDP - 1997, FSAU","Settlement","Bakool","Rab Dhuure","Verified",43.163589,4.35047,"NB-3813-R26-001","38NKK9620381114",NA,"NB-3813-R26-001",0,"N-41",c(43.163589, 4.35047)
7971,7974,"Rama Caddey","UNDP - 1997","Settlement","Bay","Diinsoor","Verified",42.80106,1.9968,"NA-3809-A18-003","38NKH5540020870",NA,"NA-3809-A18-003",0,"L-54",c(42.80106, 1.9968)
8089,8092,"Roobay","UNDP - 2006, FSAU","Settlement","Bay","Baidoa","Verified",43.1982,3.41599,"NA-3801-Q27-007","38NKJ9982577761",NA,"NA-3801-Q27-007",0,"N-46",c(43.1982, 3.41599)
8128,8131,"Saakow","UNDP - 1997, FSAU","District Capital","Middle Juba","Saakow","Verified",42.452171,1.63938,"NA-3809-J10-002","38NKG1651181381","Saakow","NA-3809-J10-002",0,"J-55",c(42.452171, 1.63938)
8128,8131,"Saakow","UNDP - 1997, FSAU","District Capital","Middle Juba","Saakow","Verified",42.452171,1.63938,"NA-3809-J10-002","38NKG1651181381","Saakow","NA-3809-J10-002",0,"J-55",c(42.452171, 1.63938)
8128,8131,"Saakow","UNDP - 1997, FSAU","District Capital","Middle Juba","Saakow","Verified",42.452171,1.63938,"NA-3809-J10-002","38NKG1651181381","Saakow","NA-3809-J10-002",0,"J-55",c(42.452171, 1.63938)
8128,8131,"Saakow","UNDP - 1997, FSAU","District Capital","Middle Juba","Saakow","Verified",42.452171,1.63938,"NA-3809-J10-002","38NKG1651181381","Saakow","NA-3809-J10-002",0,"J-55",c(42.452171, 1.63938)
8222,8225,"Samriyo","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.522209,3.13065,"NA-3802-W01-003","38NLJ3578446150",NA,"NA-3802-W01-003",0,"P-48",c(43.522209, 3.13065)
8256,8259,"Sariirta","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.36037,3.25195,"NA-3801-T30-002","38NLJ1781759589",NA,"NA-3801-T30-002",0,"O-47",c(43.36037, 3.25195)
8259,8262,"Sarmaan","UNDP - 2006, UNDP - 1997","Settlement","Bakool","Xudur","Verified",44.0003,3.95074,"NA-3802-B12-002","38NLK8901536749",NA,"NA-3802-B12-002",0,"S-43",c(44.0003, 3.95074)
8263,8266,"Sarmaan-Dheer","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.35437,3.28294,"NA-3801-T30-001","38NLJ1715563017",NA,"NA-3801-T30-001",0,"O-46",c(43.35437, 3.28294)
8280,8283,"Saydheelow","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.6726,3.3685,"NA-3802-R04-002","38NLJ5253372425",NA,"NA-3802-R04-002",0,"Q-46",c(43.6726, 3.3685)
8349,8352,"Shabeelow","UNDP - 2006, FSAU","Settlement","Bay","Baidoa","Verified",43.4869,2.95606,"NA-3805-B33-002","38NLJ3183226850",NA,"NA-3805-B33-002",0,"P-49",c(43.4869, 2.95606)
8362,8365,"Shalaambood","KEMRI - 2007, UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Marka","Verified",44.69605,1.70698,"NA-3810-H27-008","38NMG6619288675",NA,"NA-3810-H27-008",0,"W-55",c(44.69605, 1.70698)
8362,8365,"Shalaambood","KEMRI - 2007, UNDP - 2006, UNDP - 1997","Settlement","Lower Shabelle","Marka","Verified",44.69605,1.70698,"NA-3810-H27-008","38NMG6619288675",NA,"NA-3810-H27-008",0,"W-55",c(44.69605, 1.70698)
8387,8390,"Shanta Mundule","UNDP - 2006","Settlement","Bay","Qansax Dheere","Verified",42.9508,2.82663,"NA-3805-E21-003","38NKJ7220212631",NA,"NA-3805-E21-003",0,"M-49",c(42.9508, 2.82663)
8481,8484,"Shimbire","UNDP - 2006, UNDP - 1997, FSAU","Settlement","Bay","Buur Hakaba","Verified",43.87741,2.98259,"NA-3806-A09-004","38NLJ7524329732",NA,"NA-3806-A09-004",0,"R-49",c(43.87741, 2.98259)
8491,8494,"Shini-Maal","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.37733,3.29092,"NA-3801-T31-005","38NLJ1970963896",NA,"NA-3801-T31-005",0,"O-46",c(43.37733, 3.29092)
8536,8539,"Siigolay","UNDP - 1997","Settlement","Bay","Buur Hakaba","Verified",43.778648,2.878,"NA-3806-C07-001","38NLJ6425418180",NA,"NA-3806-C07-001",0,"R-49",c(43.778648, 2.878)
8547,8550,"Sinai","KEMRI - 2007","Settlement","Lower Shabelle","Marka","Verified",44.6588,1.67134,"NA-3810-H26-001","38NMG6204884737",NA,"NA-3810-H26-001",0,"W-55",c(44.6588, 1.67134)
8614,8617,"Surweyn","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.892948,3.22426,"NA-3802-U09-001","38NLJ7699856448",NA,"NA-3802-U09-001",0,"R-47",c(43.892948, 3.22426)
8633,8636,"Tabeelaha","UNDP - 2006","Settlement","Lower Shabelle","Wanla Weyn","Verified",44.96748,2.49295,"NA-3806-N33-012","38NMH9638475547",NA,"NA-3806-N33-012",0,"Y-51",c(44.96748, 2.49295)
8636,8639,"Tagaal","UNDP - 2006, UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.8798,3.53338,"NA-3802-M09-002","38NLJ7557790624",NA,"NA-3802-M09-002",0,"R-46",c(43.8798, 3.53338)
8639,8642,"Tajego","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.45562,3.36856,"NA-3801-R33-002","38NLJ2842372467",NA,"NA-3801-R33-002",0,"P-47",c(43.45562, 3.36856)
8674,8677,"Tayeeglow","UNDP - 1997, FSAU","District Capital","Bakool","Tayeeglow","Verified",44.512749,4.0182,"NB-3814-Z23-001","38NMK4591244155","Tayeeglow","NB-3814-Z23-001",0,"V-43",c(44.512749, 4.0182)
8674,8677,"Tayeeglow","UNDP - 1997, FSAU","District Capital","Bakool","Tayeeglow","Verified",44.512749,4.0182,"NB-3814-Z23-001","38NMK4591244155","Tayeeglow","NB-3814-Z23-001",0,"V-43",c(44.512749, 4.0182)
8674,8677,"Tayeeglow","UNDP - 1997, FSAU","District Capital","Bakool","Tayeeglow","Verified",44.512749,4.0182,"NB-3814-Z23-001","38NMK4591244155","Tayeeglow","NB-3814-Z23-001",0,"V-43",c(44.512749, 4.0182)
8721,8724,"Toosiilow","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.24049,3.17573,"NA-3801-V28-003","38NLJ0447851183",NA,"NA-3801-V28-003",0,"O-47",c(43.24049, 3.17573)
8723,8726,"Toosweyne","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.204479,3.10662,"NA-3801-X27-001","38NLJ0046243547",NA,"NA-3801-X27-001",0,"N-48",c(43.204479, 3.10662)
8735,8738,"Towfiiq","UNDP - 2006, FSAU","Settlement","Lower Shabelle","Kurtunwaarey","Verified",44.26642,1.63986,"NA-3810-J17-002","38NMG1840181269",NA,"NA-3810-J17-002",0,"U-55",c(44.26642, 1.63986)
8741,8744,"Towsiile","UNDP - 2006","Settlement","Bakool","Waajid","Verified",43.31137,3.68303,"NA-3801-H29-002","38NLK1245607268",NA,"NA-3801-H29-002",0,"O-44",c(43.31137, 3.68303)
8756,8759,"Tugaar-Hoosle","UNDP - 2006, FSAU","Settlement","Bay","Diinsoor","Verified",42.94515,2.57062,"NA-3805-L21-002","38NKH7152684316",NA,"NA-3805-L21-002",0,"M-50",c(42.94515, 2.57062)
8875,8878,"Uffurow","UNDP - 1997, FSAU","Settlement","Bay","Qansax Dheere","Verified",42.88683,2.76215,"NA-3805-F20-001","38NKJ6507505511",NA,"NA-3805-F20-001",0,"L-50",c(42.88683, 2.76215)
8876,8879,"Ufurow","UNDP - 2006","Settlement","Bay","Diinsoor","Verified",42.53069,2.45915,"NA-3805-N12-001","38NKH2539372065",NA,"NA-3805-N12-001",0,"J-51",c(42.53069, 2.45915)
8876,8879,"Ufurow","UNDP - 2006","Settlement","Bay","Diinsoor","Verified",42.53069,2.45915,"NA-3805-N12-001","38NKH2539372065",NA,"NA-3805-N12-001",0,"J-51",c(42.53069, 2.45915)
8950,8953,"Waajid","UNDP - 1997, FSAU","District Capital","Bakool","Waajid","Verified",43.247089,3.80925,"NA-3801-E28-001","38NLK0534221240","Waajid","NA-3801-E28-001",0,"N-44",c(43.247089, 3.80925)
8950,8953,"Waajid","UNDP - 1997, FSAU","District Capital","Bakool","Waajid","Verified",43.247089,3.80925,"NA-3801-E28-001","38NLK0534221240","Waajid","NA-3801-E28-001",0,"N-44",c(43.247089, 3.80925)
8955,8958,"Waama","UNDP - 1997","Settlement","Bay","Buur Hakaba","Verified",44.059181,2.99509,"NA-3806-A13-007","38NLJ9544731095",NA,"NA-3806-A13-007",0,"S-48",c(44.059181, 2.99509)
8983,8986,"Wadajir","UNDP - 2006","Settlement","Lower Shabelle","Qoryooley","Verified",44.48607,1.74703,"NA-3810-G22-009","38NMG4283893107",NA,"NA-3810-G22-009",0,"V-55",c(44.48607, 1.74703)
8995,8998,"Wafdhey Weyn","UNDP - 1997, FSAU","Settlement","Bay","Buur Hakaba","Verified",44.118408,2.8729,"NA-3806-D14-008","38NMJ0201917582",NA,"NA-3806-D14-008",0,"T-49",c(44.118408, 2.8729)
9013,9016,"Walaq","UNDP - 2006, FSAU","Settlement","Bay","Baidoa","Verified",43.22578,3.4952,"NA-3801-N27-001","38NLJ0290786515",NA,"NA-3801-N27-001",0,"N-46",c(43.22578, 3.4952)
9013,9016,"Walaq","UNDP - 2006, FSAU","Settlement","Bay","Baidoa","Verified",43.22578,3.4952,"NA-3801-N27-001","38NLJ0290786515",NA,"NA-3801-N27-001",0,"N-46",c(43.22578, 3.4952)
9017,9020,"Wanaay","UNDP - 2006","Settlement","Bay","Buur Hakaba","Verified",44.28507,2.90895,"NA-3806-C18-003","38NMJ2054521554",NA,"NA-3806-C18-003",0,"U-48",c(44.28507, 2.90895)
9030,9033,"Wanla Weyn","UNDP - 1997, FSAU","District Capital","Lower Shabelle","Wanla Weyn","Verified",44.89357,2.61945,"NA-3806-K31-006","38NMH8816989530","Wanlaweyn","NA-3806-K31-006",0,"X-50",c(44.89357, 2.61945)
9030,9033,"Wanla Weyn","UNDP - 1997, FSAU","District Capital","Lower Shabelle","Wanla Weyn","Verified",44.89357,2.61945,"NA-3806-K31-006","38NMH8816989530","Wanlaweyn","NA-3806-K31-006",0,"X-50",c(44.89357, 2.61945)
9031,9034,"Aanoole","UNDP - 2006","Part of town","Lower Shabelle","Wanla Weyn","Verified",44.90257,2.61625,"NA-3806-K31-004","38NMH8916989176",NA,"NA-3806-K31-004",0,"X-50",c(44.90257, 2.61625)
9032,9035,"Bakaal","UNDP - 2006","Part of town","Lower Shabelle","Wanla Weyn","Verified",44.89317,2.61619,"NA-3806-K31-002","38NMH8812489170",NA,"NA-3806-K31-002",0,"X-50",c(44.89317, 2.61619)
9054,9057,"War Caasha","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.413898,3.03131,"NA-3801-Z32-007","38NLJ2372935183",NA,"NA-3801-Z32-007",0,"O-48",c(43.413898, 3.03131)
9061,9064,"War Dhujiiley","UNDP - 2006, FSAU","Settlement","Bakool","Rab Dhuure","Verified",43.26567,4.09917,"NB-3813-X28-002","38NLK0747353297",NA,"NB-3813-X28-002",0,"O-42",c(43.26567, 4.09917)
9067,9070,"War Gaduud","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.7033,2.97953,"NA-3806-A05-004","38NLJ5589129415",NA,"NA-3806-A05-004",0,"Q-48",c(43.7033, 2.97953)
9070,9073,"War Gaduudo","UNDP - 2006, FSAU","Settlement","Bakool","Rab Dhuure","Verified",43.27907,4.03663,"NB-3813-Z29-001","38NLK0894646378",NA,"NB-3813-Z29-001",0,"O-43",c(43.27907, 4.03663)
9072,9075,"War Garasle","UNDP - 1997","Settlement","Bay","Baidoa","Verified",43.595322,3.30073,"NA-3802-S03-005","38NLJ4393664944",NA,"NA-3802-S03-005",0,"P-47",c(43.595322, 3.30073)
9082,9085,"War Lowi","UNDP - 2006, FSAU","Settlement","Bakool","Rab Dhuure","Verified",43.30768,3.99548,"NA-3801-A29-001","38NLK1211441821",NA,"NA-3801-A29-001",0,"O-43",c(43.30768, 3.99548)
9094,9097,"War Ribo","FSAU","Settlement","Bakool","Waajid","Verified",43.45229,3.66375,"NA-3801-J32-003","38NLK2810705108",NA,"NA-3801-J32-003",0,"P-45",c(43.45229, 3.66375)
9134,9137,"Waraxleey","UNDP - 2006, UNDP - 1997","Settlement","Middle Shabelle","Jowhar","Verified",45.6417,2.88408,"NA-3807-C15-003","38NNJ7131618800",NA,"NA-3807-C15-003",0,"AC-49",c(45.6417, 2.88408)
9136,9139,"War-Cadoy","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.39094,2.96502,"NA-3805-A31-001","38NLJ2116627856",NA,"NA-3805-A31-001",0,"O-48",c(43.39094, 2.96502)
9142,9145,"Wareeg","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.6264,3.25959,"NA-3802-T03-007","38NLJ4738360390",NA,"NA-3802-T03-007",0,"Q-47",c(43.6264, 3.25959)
9219,9222,"Wasiila","UNDP - 2006, FSAU","Settlement","Bakool","Xudur","Verified",44.24652,3.98807,"NA-3802-A17-004","38NMK1635540846",NA,"NA-3802-A17-004",0,"U-43",c(44.24652, 3.98807)
9259,9262,"Weley","UNDP - 2006","Settlement","Bay","Baidoa","Verified",43.5206,3.27228,"NA-3802-T01-011","38NLJ3562861810",NA,"NA-3802-T01-011",0,"P-47",c(43.5206, 3.27228)
9282,9285,"Xaabley  2","UNDP - 2006","Settlement","Middle Shabelle","Jowhar","Verified",45.67178,2.80822,"NA-3807-E15-009","38NNJ7466410416",NA,"NA-3807-E15-009",0,"AC-49",c(45.67178, 2.80822)
9327,9330,"Xabaalo Barbar","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.16153,2.7423,"NA-3805-G26-001","38NKJ9562103265",NA,"NA-3805-G26-001",0,"N-50",c(43.16153, 2.7423)
9327,9330,"Xabaalo Barbar","UNDP - 1997, FSAU","Settlement","Bay","Baidoa","Verified",43.16153,2.7423,"NA-3805-G26-001","38NKJ9562103265",NA,"NA-3805-G26-001",0,"N-50",c(43.16153, 2.7423)
9344,9347,"Xagar","UNDP - 1997, FSAU","Settlement","Lower Juba","Afmadow","Verified",41.975311,0.87003,"NA-3716-D33-002","37NHA3118996295",NA,"NA-3716-D33-002",0,"G-59",c(41.975311, 0.87003)
9428,9431,"Xawaal Bar-Baar","UNDP - 2006","Settlement","Bay","Diinsoor","Verified",43.09828,2.44516,"NA-3805-P25-001","38NKH8853870415",NA,"NA-3805-P25-001",0,"N-51",c(43.09828, 2.44516)
9521,9524,"Xudur","UNDP - 2006","Town","Bakool","Xudur","Verified",44.189475,4.154989,"NB-3814-W16-002","38NMK1004159305",NA,"NB-3814-W16-002",0,"T-42",c(44.189475, 4.154989)
9521,9524,"Xudur","UNDP - 2006","Town","Bakool","Xudur","Verified",44.189475,4.154989,"NB-3814-W16-002","38NMK1004159305",NA,"NB-3814-W16-002",0,"T-42",c(44.189475, 4.154989)
9554,9557,"Yaaq Braawe","UNDP - 1997, FSAU","Settlement","Bay","Diinsoor","Verified",43.19458,1.95085,"NA-3809-B27-001","38NKH9918415736",NA,"NA-3809-B27-001",0,"N-54",c(43.19458, 1.95085)
9555,9558,"Yaaq Bulle","UNDP - 1997","Settlement","Lower Juba","Kismayo","Verified",42.410519,-0.31459,"SA-3801-H10-001","38MKE1176165192",NA,"SA-3801-H10-001",0,"I-65",c(42.410519, -0.31459)
9614,9617,"Yoontoy","UNDP - 2006, UNDP - 1997","Settlement","Lower Juba","Kismayo","Verified",42.563438,-0.11703,"SA-3801-C13-002","38MKE2878987052",NA,"SA-3801-C13-002",0,"K-64",c(42.563438, -0.11703)
9617,9620,"Yowkoyow","UNDP - 2006, FSAU","Settlement","Bakool","Xudur","Verified",44.15692,4.03852,"NB-3814-Z15-005","38NMK0641446433",NA,"NB-3814-Z15-005",0,"T-43",c(44.15692, 4.03852)
